DATE,indu return,indu return trend,indu velocity,indu acceleration,Quarter
1975-03-31,0.009997,0.002954183333333333,-0.00018511388888888891,-0.00016587083333333326,1975Q1
1975-06-30,0.016996999999999998,0.00046124999999999964,-8.298055555555541e-05,-1.6659722222222136e-05,1975Q2
1975-09-30,-0.002856,0.00021882222222222218,-7.503333333333335e-05,2.8581944444444488e-05,1975Q3
1975-12-31,0.011297,0.001791466666666667,5.30138888888889e-05,2.375416666666665e-05,1975Q4
1976-03-31,0.016680999999999998,0.0003081277777777778,2.2038888888888867e-05,1.6556944444444453e-05,1976Q1
1976-06-30,0.012312,-8.633333333333317e-06,2.763055555555557e-05,-3.2940277777777756e-05,1976Q2
1976-09-30,0.008929,-0.00016501666666666662,0.00011618611111111114,-2.8513888888888903e-05,1976Q3
1976-12-31,0.017706,0.00017940555555555538,-5.1816666666666715e-05,-2.4968055555555526e-05,1976Q4
1977-03-31,0.009097,-0.0005024055555555555,6.483611111111117e-05,-5.511111111111125e-06,1977Q1
1977-06-30,0.015745,-0.00042393888888888893,-2.3222222222222248e-05,-5.655555555555557e-05,1977Q2
1977-09-30,0.021129,-0.0007016222222222223,-2.3077777777777767e-05,-0.00010695833333333336,1977Q3
1977-12-30,0.016896,-0.00069285,-6.877222222222211e-05,-8.612500000000053e-06,1977Q4
1978-03-31,0.011702999999999998,0.00139745,0.00019747222222222215,-3.474861111111107e-05,1978Q1
1978-06-30,0.010869,0.0008479500000000002,0.00010321944444444445,1.0944444444444229e-06,1978Q2
1978-09-29,0.018483,-0.0003317166666666667,-7.583333333333319e-06,5.611111111111398e-07,1978Q3
1978-12-29,0.016614,0.00019160000000000005,0.00012975833333333332,3.922638888888891e-05,1978Q4
1979-03-30,0.008676,-0.00013597222222222228,1.0863888888888853e-05,1.8058333333333333e-05,1979Q1
1979-06-29,0.013557999999999999,0.0003856500000000001,-4.866666666666661e-05,4.402777777777516e-07,1979Q2
1979-09-28,0.00409,-5.816666666666633e-05,-6.610555555555553e-05,9.448611111111105e-05,1979Q3
1979-12-31,0.016331,0.000783211111111111,-0.0001324277777777778,-6.104444444444442e-05,1979Q4
1980-03-31,0.027429000000000002,-0.0001030777777777777,9.339166666666666e-05,4.888055555555556e-05,1980Q1
1980-06-30,-0.000805,0.002068211111111111,5.533333333333432e-06,-4.14986111111111e-05,1980Q2
1980-09-30,0.026054,0.0007937333333333336,-9.689722222222221e-05,-0.0001280930555555556,1980Q3
1980-12-31,0.017006,0.000487338888888889,7.060555555555542e-05,2.958055555555551e-05,1980Q4
1981-03-31,0.025772,0.0007518111111111112,-1.3552777777777738e-05,2.87499999999946e-07,1981Q1
1981-06-30,0.006581,-0.0014321666666666667,-6.916944444444446e-05,1.892499999999993e-05,1981Q2
1981-09-30,0.018657999999999998,-0.0005038055555555555,2.8683333333333344e-05,7.452222222222218e-05,1981Q3
1981-12-31,0.018715,-0.00022904444444444452,-7.699444444444437e-05,1.4802777777777742e-05,1981Q4
1982-03-31,0.014797,-0.0002026888888888889,-7.108333333333334e-05,-6.053333333333329e-05,1982Q1
1982-06-30,0.016584,0.0007549333333333333,0.00017441388888888898,9.261944444444447e-05,1982Q2
1982-09-30,0.003774,0.002881194444444444,0.0001430083333333334,5.99291666666667e-05,1982Q3
1982-12-31,0.011648,0.001629611111111111,-3.223611111111146e-05,-2.5233333333333206e-05,1982Q4
1983-03-31,0.000542,0.0018922333333333335,-0.00011416666666666671,-0.00013770138888888903,1983Q1
1983-06-30,0.017976000000000002,0.00018327222222222234,-1.1555555555556318e-06,6.555138888888885e-05,1983Q2
1983-09-30,0.005620000000000001,0.0005536000000000002,0.0001314777777777778,5.229027777777778e-05,1983Q3
1983-12-30,0.010515000000000002,-0.0006630388888888888,-6.22555555555556e-05,1.567777777777783e-05,1983Q4
1984-03-30,0.006902,-0.0007950055555555555,4.092499999999998e-05,-3.940277777777777e-05,1984Q1
1984-06-29,0.01849,0.000644688888888889,-0.00010255277777777779,3.561527777777774e-05,1984Q2
1984-09-28,0.003838,0.000987938888888889,-0.00013271111111111113,1.6562499999999976e-05,1984Q3
1984-12-31,0.020255000000000002,0.0008342499999999999,-3.2750000000000064e-05,5.3416666666666836e-06,1984Q4
1985-03-29,0.01661,0.00049745,-6.991666666666724e-06,3.468611111111114e-05,1985Q1
1985-06-28,0.013662,0.0005671277777777778,-3.366388888888884e-05,4.246250000000006e-05,1985Q2
1985-09-30,0.017308,0.0009936055555555554,5.252777777777808e-06,7.149166666666677e-05,1985Q3
1985-12-31,0.008643,0.0025841833333333335,6.484444444444467e-05,-7.143055555555527e-06,1985Q4
1986-03-31,0.007196,0.0025250222222222224,-5.2299999999999916e-05,-4.951805555555562e-05,1986Q1
1986-06-30,0.012943,0.00039683888888888887,2.105000000000005e-05,8.77458333333333e-05,1986Q2
1986-09-30,0.016619,0.0011055666666666666,0.00012125555555555557,-5.7947222222222157e-05,1986Q3
1986-12-31,0.002321,0.002534872222222223,-2.2322222222221928e-05,-4.877222222222238e-05,1986Q4
1987-03-31,0.019157999999999998,0.0012721111111111114,6.305277777777791e-05,-0.0001316736111111111,1987Q1
1987-06-30,-0.004197,0.001840027777777778,-1.0177777777777724e-05,-5.5477777777777904e-05,1987Q2
1987-09-30,0.009172,-0.0029421444444444446,-0.0003119277777777782,-1.6156944444444335e-05,1987Q3
1987-12-31,0.0032819999999999998,0.001636061111111111,8.181111111111097e-05,-0.0002507652777777777,1987Q4
1988-03-31,0.014135,0.001048111111111111,4.516944444444453e-05,-6.596388888888886e-05,1988Q1
1988-06-30,0.018808000000000002,6.239444444444426e-05,0.00010780555555555554,0.00010084444444444441,1988Q2
1988-09-30,0.006672,0.00035983888888888916,-7.811111111111153e-06,-3.154861111111117e-05,1988Q3
1988-12-30,0.00306,0.0007516055555555557,6.926944444444441e-05,-6.108333333333324e-06,1988Q4
1989-03-31,0.015316000000000001,0.0012542388888888891,-0.0001358916666666667,-2.2865277777777836e-05,1989Q1
1989-06-30,0.004039,0.001645094444444444,-9.693055555555551e-05,-5.5594444444444365e-05,1989Q2
1989-09-29,0.009874,0.0007012833333333332,-3.710555555555561e-05,-4.8040277777777675e-05,1989Q3
1989-12-29,0.01625,0.00016292777777777767,9.603611111111109e-05,3.7626388888888914e-05,1989Q4
1990-03-30,0.002141,0.0015381833333333334,0.00010696111111111123,-6.242361111111113e-05,1990Q1
1990-06-29,0.009796000000000001,-8.211111111111103e-05,3.531388888888885e-05,2.973750000000001e-05,1990Q2
1990-09-28,0.020741999999999997,-0.0012708333333333335,0.00010563611111111108,2.441388888888875e-05,1990Q3
1990-12-31,0.011505000000000001,0.00211565,0.00013470000000000018,-1.4541666666666717e-05,1990Q4
1991-03-28,-0.0012720000000000001,0.0017985055555555557,8.444444444446336e-07,-0.00012731249999999993,1991Q1
1991-06-28,-0.001673,0.0004773055555555557,-1.7494444444444415e-05,4.407361111111104e-05,1991Q2
1991-09-30,0.011407,-4.3683333333333193e-05,3.4722222222227433e-07,-8.551527777777787e-05,1991Q3
1991-12-31,0.008951,0.0009864000000000001,-7.551388888888907e-05,-7.4913888888889e-05,1991Q4
1992-03-31,0.007196,0.0006595055555555557,-4.946388888888884e-05,-1.4775000000000075e-05,1992Q1
1992-06-30,0.00728,-1.8927777777777808e-05,0.0001005611111111111,-3.5344444444444395e-05,1992Q2
1992-09-30,0.009455999999999999,2.0361111111111187e-05,-0.00013539166666666675,-1.8051388888888967e-05,1992Q3
1992-12-31,0.0018490000000000002,0.0008353222222222223,8.335833333333333e-05,2.450833333333331e-05,1992Q4
1993-03-31,-0.00641,0.0009751666666666665,-5.2708333333333426e-05,1.872638888888889e-05,1993Q1
1993-06-30,-0.000787,0.0008652166666666666,-4.191388888888896e-05,-2.3866666666666632e-05,1993Q2
1993-09-30,-0.003135,0.0005788277777777777,2.0824999999999978e-05,5.5833333333333245e-06,1993Q3
1993-12-31,-0.005770999999999999,0.0006637777777777779,3.177222222222224e-05,-1.09347222222222e-05,1993Q4
1994-03-31,0.002539,-0.00025148888888888894,-4.569166666666669e-05,-3.754027777777776e-05,1994Q1
1994-06-30,-0.011477999999999999,0.0007040777777777777,-3.229722222222221e-05,7.520972222222223e-05,1994Q2
1994-09-30,-0.002968,0.00020952777777777793,2.463888888888893e-06,-7.218472222222224e-05,1994Q3
1994-12-30,0.000421,0.0005280111111111112,-4.458611111111106e-05,-5.06805555555556e-05,1994Q4
1995-03-31,-0.003564,0.0017690111111111112,1.9983333333333268e-05,-4.606944444444515e-06,1995Q1
1995-06-30,0.001465,0.001002888888888889,3.531388888888896e-05,-2.5065277777777835e-05,1995Q2
1995-09-29,0.000303,0.0010126166666666668,6.877777777777785e-05,4.958055555555547e-05,1995Q3
1995-12-29,0.004235,0.0019631833333333334,0.00011625833333333353,-2.527777777777782e-05,1995Q4
1996-03-29,-0.007763,0.000983377777777778,1.824999999999993e-05,1.1577777777777704e-05,1996Q1
1996-06-28,-0.004033,0.0002740999999999999,2.482499999999994e-05,1.0243055555555548e-05,1996Q2
1996-09-30,0.001573,0.0020518,-0.00014351666666666675,3.449166666666669e-05,1996Q3
1996-12-31,-0.015331999999999998,0.0017563277777777777,8.244444444444434e-05,-5.424999999999874e-06,1996Q4
1997-03-31,-0.023308,0.0009280666666666671,9.935833333333334e-05,3.336388888888883e-05,1997Q1
1997-06-30,-0.0019420000000000001,0.0018431944444444442,0.0001296083333333333,-0.00016579444444444428,1997Q2
1997-09-30,-0.005777,6.473333333333379e-05,-3.6277777777778087e-06,-4.056944444444464e-05,1997Q3
1997-12-31,-0.0009750000000000001,0.001749016666666667,0.00037948611111111093,-0.00020740694444444454,1997Q4
1998-03-31,0.002013,0.0016291944444444446,3.2949999999999906e-05,1.2074999999999955e-05,1998Q1
1998-06-30,-0.00494,-0.0014046333333333333,0.00015991944444444448,-9.250555555555555e-05,1998Q2
1998-09-30,-0.029441000000000002,0.0002156111111111114,-5.5494444444444444e-05,8.63416666666666e-05,1998Q3
1998-12-31,-0.010049999999999998,0.001755188888888889,4.913611111111117e-05,-3.848749999999987e-05,1998Q4
1999-03-31,-0.012821,0.0017629222222222225,6.0305555555555525e-05,1.7934722222222126e-05,1999Q1
1999-06-30,0.014478999999999999,0.00023383888888888892,-2.9252777777777822e-05,3.206805555555558e-05,1999Q2
1999-09-30,0.01209,0.00031050555555555586,0.00013906666666666678,3.11097222222222e-05,1999Q3
1999-12-31,0.003865,-0.0002660500000000003,-0.00033766111111111104,-4.0444444444444376e-05,1999Q4
2000-03-31,-0.005311,-6.356666666666678e-05,5.888333333333337e-05,2.788055555555559e-05,2000Q1
2000-06-30,0.004795,0.00044887222222222213,0.0001418361111111111,-1.4402777777777352e-06,2000Q2
2000-09-29,-0.015921,3.338333333333343e-05,0.00020857222222222225,7.113749999999996e-05,2000Q3
2000-12-29,-0.007536,0.00045882777777777765,0.00010307499999999992,-1.8218055555555552e-05,2000Q4
2001-03-30,0.008135,0.0006111333333333334,2.4813888888888976e-05,-3.0476388888888903e-05,2001Q1
2001-06-29,-0.006039,-0.0006142777777777779,-6.604166666666667e-05,1.1879166666666754e-05,2001Q2
2001-09-28,0.019137,-0.00065865,4.069166666666651e-05,0.00011574166666666674,2001Q3
2001-12-31,-0.011393,0.0014265055555555558,-7.062500000000005e-05,1.1637500000000005e-05,2001Q4
2002-03-28,-0.002203,0.0002523333333333336,-0.0001323083333333332,-4.574999999999989e-05,2002Q1
2002-06-28,-0.002876,-0.0016073888888888887,-0.0001420888888888891,4.724861111111105e-05,2002Q2
2002-09-30,-0.014221,0.0010512388888888888,-0.0002877444444444441,-6.189166666666665e-05,2002Q3
2002-12-31,0.001119,-0.0007395722222222224,-5.191388888888893e-05,-7.237083333333331e-05,2002Q4
2003-03-31,-0.018861000000000003,0.001135322222222222,0.0002720416666666667,1.6747222222222185e-05,2003Q1
2003-06-30,-0.000402,0.0015967222222222222,0.00012276666666666692,-0.00012467083333333323,2003Q2
2003-09-30,-0.011212999999999999,0.0008054944444444445,-6.791666666666719e-06,6.203472222222228e-05,2003Q3
2003-12-31,0.0027700000000000003,0.0011809111111111112,-9.821666666666668e-05,-9.252916666666663e-05,2003Q4
2004-03-31,-0.0022400000000000002,-0.00035217777777777785,9.746111111111112e-05,0.0001145513888888889,2004Q1
2004-06-30,0.002188,-0.00013440000000000029,6.078888888888886e-05,2.839444444444445e-05,2004Q2
2004-09-30,-0.005522,0.0006455777777777777,-6.555555555555557e-05,-1.7845833333333304e-05,2004Q3
2004-12-31,-0.001601,0.0011612333333333334,-0.0001448777777777778,-5.430555555555831e-07,2004Q4
2005-03-31,-0.003526,0.0002213444444444444,-9.926666666666678e-05,-3.117916666666668e-05,2005Q1
2005-06-30,-0.009592,0.00041981111111111117,5.8163888888888946e-05,4.3674999999999964e-05,2005Q2
2005-09-30,0.0015090000000000001,0.0003166,-6.088888888888886e-05,2.688611111111106e-05,2005Q3
2005-12-30,-0.006242,0.0007816944444444445,6.207222222222216e-05,3.53583333333333e-05,2005Q4
2006-03-31,-0.003711,0.0003913833333333333,-0.00016619166666666672,1.1948611111111152e-05,2006Q1
2006-06-30,-0.003626,0.00022487222222222205,-2.1369444444444536e-05,-2.6722222222222204e-05,2006Q2
2006-09-29,-0.0033610000000000003,0.00119975,1.6847222222222242e-05,-3.830555555555521e-06,2006Q3
2006-12-29,-0.003069,0.00020962777777777783,1.96222222222222e-05,1.034166666666669e-05,2006Q4
2007-03-30,0.000453,0.0010267111111111108,-1.9894444444444473e-05,-2.3363888888888805e-05,2007Q1
2007-06-29,-0.001018,0.0003918500000000001,-5.430555555555695e-06,-5.943055555555579e-06,2007Q2
2007-09-28,-0.0012439999999999999,-6.21055555555554e-05,0.00012968611111111107,1.7197222222222196e-05,2007Q3
2007-12-31,-0.00756,-0.001116938888888889,-0.00014532777777777762,-8.100972222222218e-05,2007Q4
2008-03-31,0.003806,0.0002900611111111111,-0.00015415833333333332,0.00012724583333333328,2008Q1
2008-06-30,0.000308,-0.0010287777777777778,-0.00010929166666666683,-2.0652777777777748e-05,2008Q2
2008-09-30,0.04681,-0.0023370666666666677,0.00018589166666666598,-0.00013010972222222245,2008Q3
2008-12-31,0.012459,-0.0019370555555555562,4.1366666666666895e-05,-0.0001557916666666666,2008Q4
2009-03-31,0.011553,0.0011835888888888889,4.686111111111254e-06,-6.495416666666678e-05,2009Q1
2009-06-30,-0.009499,0.0018119611111111116,-5.433055555555545e-05,0.00012187777777777778,2009Q2
2009-09-30,-0.002932,0.0016580333333333333,-3.4422222222222276e-05,-2.5430555555555233e-06,2009Q3
2009-12-31,-0.01142,0.00090725,6.0233333333333406e-05,-4.416805555555557e-05,2009Q4
2010-03-31,-0.004656,7.048888888888883e-05,-0.0002224138888888889,-6.54375e-05,2010Q1
2010-06-30,-0.009617,-0.0006135500000000001,0.0002235361111111113,-7.228194444444441e-05,2010Q2
2010-09-30,-0.004359,0.0010266111111111112,5.69611111111111e-05,-3.811111111111121e-05,2010Q3
2010-12-31,0.000674,0.0010947833333333336,6.45805555555554e-05,1.0372222222222152e-05,2010Q4
2011-03-31,-0.0025,0.0002673555555555557,-5.85638888888889e-05,5.03736111111111e-05,2011Q1
2011-06-30,0.012472,-0.0009553444444444444,-0.0002615388888888888,3.386944444444439e-05,2011Q2
2011-09-30,-0.021570999999999996,0.00011807222222222228,0.00014245000000000013,-9.977777777777936e-06,2011Q3
2011-12-30,-0.005655,0.0011012166666666662,-0.0001001138888888888,-5.57624999999999e-05,2011Q4
2012-03-30,0.005037000000000001,-0.0004214611111111111,8.283888888888892e-05,0.00013748888888888888,2012Q1
2012-06-29,0.022046,8.38277777777778e-05,-7.485000000000006e-05,4.4876388888888847e-05,2012Q2
2012-09-28,-0.0036220000000000002,0.00032994999999999986,-0.00010198333333333335,-1.0065277777777735e-05,2012Q3
2012-12-31,0.012833,0.00102895,0.00014183888888888885,-2.062222222222221e-05,2012Q4
2013-03-28,0.003606,0.0012362833333333335,-4.956111111111103e-05,3.976388888888855e-06,2013Q1
2013-06-28,-0.007647,0.00023487777777777798,1.820000000000009e-05,1.742083333333339e-05,2013Q2
2013-09-30,-0.008426,0.0004083666666666667,-4.56666666666667e-05,1.1701388888888867e-05,2013Q3
2013-12-31,0.004385,0.0007542611111111111,-2.2169444444444515e-05,-1.649027777777775e-05,2013Q4
2014-03-31,0.008246,0.0005992333333333334,0.0001646,-8.993055555555545e-06,2014Q1
2014-06-30,-0.001498,0.0005443999999999998,2.9930555555555613e-05,-1.575972222222214e-05,2014Q2
2014-09-30,-0.001587,0.0007192611111111111,5.092222222222219e-05,-1.617638888888888e-05,2014Q3
2014-12-31,-0.008897,0.0008541277777777778,-0.00010613888888888885,-2.249999999999919e-06,2014Q4
2015-03-31,-0.010962000000000001,0.0003346444444444445,1.4683333333333193e-05,3.70694444444444e-05,2015Q1
2015-06-30,0.001426,-0.0010337999999999999,2.593333333333333e-05,6.887777777777774e-05,2015Q2
2015-09-30,0.014678,0.00023044444444444452,-0.00010305555555555567,8.268055555555608e-06,2015Q3
2015-12-31,-0.010159,-0.00018723333333333343,-2.9266666666666696e-05,-3.0150000000000028e-05,2015Q4
2016-03-31,-0.001782,0.0013422388888888889,-7.788888888888928e-06,1.996944444444446e-05,2016Q1
2016-06-30,0.013298,0.0004145500000000001,4.6408333333333246e-05,4.4655555555555564e-05,2016Q2
2016-09-30,0.009078000000000001,0.0005687444444444445,2.3922222222222292e-05,2.9288888888888935e-05,2016Q3
2016-12-30,-0.002885,0.001672588888888889,-1.4299999999999968e-05,1.271805555555554e-05,2016Q4
2017-03-31,-0.0031490000000000003,0.0007038055555555556,-3.959444444444452e-05,4.410000000000004e-05,2017Q1
2017-06-30,0.0029409999999999996,0.0005855722222222224,-4.0716666666666635e-05,1.7473611111111097e-05,2017Q2
2017-09-29,0.001067,0.0013294166666666667,-4.301388888888866e-05,-1.953472222222222e-05,2017Q3
2017-12-29,-0.004763,0.0008238,-5.716666666666652e-06,2.2813888888888954e-05,2017Q4
2018-03-29,0.01068,-0.00047137222222222214,4.13833333333333e-05,-1.331527777777782e-05,2018Q1
2018-06-29,0.002286,0.000905811111111111,-6.236388888888883e-05,5.0319444444444305e-06,2018Q2
2018-09-28,0.0006950000000000001,0.00024503888888888854,-3.5119444444444586e-05,-6.678749999999994e-05,2018Q3
2018-12-31,0.011493,0.0004953611111111111,4.365277777777766e-05,-2.4897222222222302e-05,2018Q4
2019-03-29,0.008213,0.00036277777777777773,0.00010374722222222224,4.5568055555555526e-05,2019Q1
2019-06-28,0.0027660000000000002,4.2149999999999805e-05,-2.6277777777777844e-06,1.47875e-05,2019Q2
2019-09-30,0.0036009999999999996,0.0003404333333333331,-6.718055555555554e-05,2.9512500000000033e-05,2019Q3
2019-12-31,0.0026810000000000002,-0.00018658888888888877,-0.00041198333333333336,-0.00012441944444444445,2019Q4
2020-03-31,-0.018376999999999998,-0.0002643999999999996,0.00023316944444444406,2.6791666666664765e-06,2020Q1
2020-06-30,0.008480999999999999,0.002290411111111111,-7.668888888888881e-05,-8.95458333333334e-05,2020Q2
2020-09-30,0.011986000000000002,0.0015197388888888892,6.043055555555554e-05,-1.043055555555541e-06,2020Q3
2020-12-31,0.006475999999999999,0.00172875,0.00027846666666666653,2.0209722222222222e-05,2020Q4
2021-03-31,-0.002497,0.001380438888888889,8.120833333333341e-05,2.0994444444444446e-05,2021Q1
2021-06-30,0.00613,0.0005550277777777779,2.9819444444444403e-05,-4.63611111111109e-06,2021Q2
2021-09-30,-0.0159,-7.627777777777472e-06,0.00010946666666666676,2.8758333333333224e-05,2021Q3
2021-12-31,-0.0016420000000000002,-0.0008122722222222225,-1.860277777777778e-05,0.00010721111111111118,2021Q4
2022-03-31,-0.015625,-0.00026191666666666665,2.38222222222221e-05,-2.9236111111111362e-06,2022Q1
2022-06-30,-0.008071,-0.0005494611111111113,4.5877777777777995e-05,-4.830833333333324e-05,2022Q2
2022-09-30,-0.017112000000000002,0.0007976166666666664,-0.00022510000000000005,-2.1441666666666655e-05,2022Q3
2022-12-30,-0.0022140000000000003,0.0004879555555555555,-0.0001478555555555554,-1.8316666666666674e-05,2022Q4
2023-03-31,0.012633,4.296666666666658e-05,-4.413611111111122e-05,1.4744444444444528e-05,2023Q1
2023-06-30,0.008357999999999999,0.0005539722222222222,-1.5255555555555541e-05,-9.692361111111109e-05,2023Q2
