GDPC1,Avg. M-Score,sp500 return trend,indu return trend,indu velocity,WPSID62,WPSID62 trend,WPSID62 velocity,WPSID62 acceleration,T10Y2Y,T10Y2Y trend,T10Y2Y velocity,WAB,WAB trend,average MCAP velocity,WAB velocity,WAB acceleration,GDPC1_1st_inv_diff,Avg. M-Score_1st_inv_diff,sp500 return trend_1st_inv_diff,indu return trend_1st_inv_diff,indu velocity_1st_inv_diff,WPSID62_1st_inv_diff,WPSID62 trend_1st_inv_diff,WPSID62 velocity_1st_inv_diff,WPSID62 acceleration_1st_inv_diff,T10Y2Y_1st_inv_diff,T10Y2Y trend_1st_inv_diff,T10Y2Y velocity_1st_inv_diff,WAB_1st_inv_diff,WAB trend_1st_inv_diff,average MCAP velocity_1st_inv_diff,WAB velocity_1st_inv_diff,WAB acceleration_1st_inv_diff
-103.03227689067913,-0.3487730083565885,0.007988535289614088,0.0067189544796011445,0.0007137837643872616,16.047770098689597,2.1598247664555004,1.0159024068207154,-18.302923666487203,0.2682516761873698,-0.9170164251892244,-0.03513149649646379,2.9987649807708746e-05,6.3692956604707395e-06,34828.18918666338,-1.9508540743132766e-05,-9.660074047839528e-06,15568.57272310932,-2.6985767709067288,0.007945243920725199,0.0071108044796011445,0.0007083532088317058,221.9477700986896,206.95982476645545,0.46590240682070405,-20.602923666487207,0.4282516761873698,-0.7318497585225578,-0.03025649649646389,0.00019099867249320875,0.00016783611488857073,20432.62179851225,-2.2236273562360487e-05,-1.0044319199386352e-05
170.90058906846338,0.486463503030358,0.00829611660487042,0.013524299741996815,-0.00030357456840143587,-66.51052870954796,-59.61435349409843,-12.650128568058458,30.673754862505643,-3.7221922228208353,-2.1379225773966777,-0.021245051620971227,-2.016591012132497e-05,-2.5102374074859272e-05,68277.17773994728,-1.1098765985494037e-05,5.178608989095164e-06,15739.473312177784,-2.212113267876371,0.01624136052559562,0.020635104221597957,0.00040477864043026997,155.43724138914166,147.34547127235703,-12.184226161237753,10.070831196018435,-3.2939405466334652,-2.8697723359192358,-0.05150154811743512,0.0001708327623718838,0.00014273374081371146,88709.79953845953,-3.3335039547854526e-05,-4.865710210291187e-06
-151.49009308107762,0.27708514854032307,0.001172670856180846,0.002654640378467503,-4.7904565675844146e-05,1.8105138511362462,22.29561884517471,39.09600084718976,-7.343327578871552,-1.4580896486909494,-1.3460469221118283,0.02879180446612867,1.26872833903816e-05,1.0885919209008989e-05,1715.5027561953757,-7.742017274207545e-06,-5.3705710875732386e-06,15587.983219096706,-1.935028119336048,0.017414031381776465,0.02328974460006546,0.0003568740747544258,157.2477552402779,169.64109011753175,26.911774685952004,2.7275036171468834,-4.752030195324415,-4.215819258031064,-0.022709743651306447,0.0001835200457622654,0.00015361966002272045,90425.3022946549,-4.107705682206207e-05,-1.0236281297864425e-05
-57.900592417358126,0.1797573391885791,-0.00653143724079029,-0.010957249514804205,0.00015625268121387297,29.715903382676345,22.330710443653533,-24.425996146918443,8.609107347818838,-0.20680785108605834,-1.0032708049431098,-0.017882117710185087,6.86489896623326e-06,4.188289867710452e-06,-65129.34540275301,8.772952895825692e-07,5.13931640801464e-06,15530.082626679348,-1.7552707801474687,0.010882594140986175,0.012332495085261255,0.0005131267559682987,186.96365862295426,191.97180056118526,2.4857785390335607,11.336610964965722,-4.958838046410473,-5.219090062974174,-0.04059186136149153,0.00019038494472849865,0.0001578079498904309,25295.956891901893,-4.0199761532479504e-05,-5.096964889849785e-06
4.53040101093201,0.9597974837209083,0.02805596125871358,0.025142855776615222,-0.0005632987813137939,-20.72541132023978,-10.800728228217334,-28.07248277064276,14.020991827579737,-2.5729136484819444,-2.2354706513687725,-0.012123350167332427,1.7654683131402873e-06,-2.5351271736524804e-06,203475.14309777963,8.544820925846178e-07,-6.271660018505926e-06,15534.61302769028,-0.7954732964265605,0.03893855539969976,0.03747535086187648,-5.017202534549512e-05,166.23824730271446,181.17107233296792,-25.5867042316092,25.357602792545457,-7.531751694892417,-7.454560714342946,-0.05271521152882396,0.00019215041304163893,0.0001552728227167784,228771.0999896815,-3.9345279439894886e-05,-1.136862490835571e-05
494.4859647234076,0.32801648064945854,-0.024719761951653464,-0.025626416566389285,-0.0007290963750182177,51.937933364229245,45.73094422018489,22.206435327819598,-25.934404864410745,-2.726541698947672,-1.8976191127430293,0.0070547032981527966,-2.3338763252475422e-05,-1.8604686394036397e-06,-274404.71006295964,1.2873551214356552e-05,1.0362332802271952e-05,16029.098992413688,-0.46745681577710196,0.014218793448046291,0.011848934295487192,-0.0007792684003637128,218.1761806669437,226.9020165531528,-3.3802689037896023,-0.5768020718652878,-10.25829339384009,-9.352179827085974,-0.045660508230671165,0.00016881164978916352,0.00015341235407737478,-45633.610073278134,-2.6471728225538334e-05,-1.0062921060837588e-06
294.70743705829943,0.6211741625329327,0.007825290412514042,0.006012299482515683,0.0024986840644524153,22.305019001746015,7.070042887637392,-34.59658093911523,4.311050667935875,-1.6175533150845558,-1.415892980080566,0.0370519469761164,1.2686777592730038e-05,-3.5799984679838017e-06,78942.95708461173,-1.0463775052039332e-05,-1.0593532797068454e-05,16323.806429471988,0.1537173467558306,0.022044083860560334,0.017861233778002875,0.0017194156640887026,240.48119966868973,233.97205944079022,-37.97684984290483,3.7342485960705876,-11.875846708924644,-10.76807280716654,-0.008608561254554767,0.00018149842738189356,0.00014983235560939097,33309.34701133359,-3.6935503277577664e-05,-1.1599824903152213e-05
450.3528818226579,-1.2574983711782493,-0.013797554707060953,-0.014279910307559951,-0.0008723657882844058,58.296792666374785,66.11747430932985,73.00746407947955,-12.335964513048944,1.351739193461475,-0.9484955160255427,-0.01213606261858189,-2.720933505045989e-05,-2.0616635896791756e-05,-100218.88961134687,1.2184088377301871e-05,9.170819502293996e-06,16774.159311294647,-1.1037810244224187,0.00824652915349938,0.003581323470442924,0.0008470498758042967,298.7779923350645,300.08953375012004,35.03061423657472,-8.601715916978357,-10.52410751546317,-11.716568323192083,-0.020744623873136657,0.00015428909233143368,0.0001292157197125992,-66909.54260001327,-2.475141490027579e-05,-2.4290054008582172e-06
155.98304125165618,0.49694200244176234,-0.007278176426489573,-0.006271273429108428,0.0013337714503017805,97.65751851193376,111.29143965245669,15.71466132977158,-1.811816442463602,-3.019162025681835,-0.837325272868723,0.0003339427827501913,3.052763317632508e-05,3.62692442243294e-05,-26171.625132931316,1.400765226018117e-05,-2.2031404539693913e-06,16930.1423525463,-0.6068390219806563,0.0009683527270098082,-0.0026899499586655043,0.002180821326106077,396.4355108469982,411.3809734025767,50.7452755663463,-10.413532359441959,-13.543269541145005,-12.553893596060806,-0.020410681090386466,0.00018481672550775874,0.00016548496393692863,-93081.1677329446,-1.074376264009462e-05,-4.6321458548276086e-06
-161.08561821947052,0.2514455191909306,0.008348473776539314,0.00944521142578815,0.0001706530434604119,4.6104310951596075,9.600439911805843,-32.93706357001117,25.099264865852245,0.6840412506008072,-0.05365604737754956,0.04532753363567124,2.8929872415672995e-05,3.077124126115047e-05,84437.97450403537,-9.726150047064273e-06,-5.357632317032165e-06,16769.05673432683,-0.3553935027897257,0.009316826503549123,0.0067552614671226455,0.002351474369566489,401.04594194215787,420.9814133143826,17.80821199633513,14.685732506410286,-12.859228290544198,-12.607549643438356,0.024916852545284775,0.00021374659792343175,0.00019625620519807908,-8643.193228909222,-2.0469912687158892e-05,-9.989778171859773e-06
-49.70618216055544,-1.0408555591766362,-0.011995807691401324,-0.012050208475671061,-0.0021533715224761494,-60.77896545846239,-50.06392426154321,-20.501271183288026,14.949542011548914,1.4222487551230414,0.6890283360868028,-0.009778334362376963,-3.06396245653071e-06,-3.0970018656210484e-06,-63537.04879429446,5.813280398561722e-06,3.3761769808574094e-06,16719.350552166274,-1.396249061966362,-0.002678981187852201,-0.005294947008548416,0.00019810284709033976,340.2669764836955,370.9174890528394,-2.693059186952894,29.6352745179592,-11.436979535421157,-11.918521307351552,0.015138518182907812,0.000210682635466901,0.00019315920333245803,-72180.24202320368,-1.465663228859717e-05,-6.6136011910023635e-06
-418.50345735310293,-1.157445864543703,-0.006882296852030767,-0.005762470859006122,0.0017514745410023864,11.802816873539362,-16.78953450581379,9.832484840767751,-45.5479383002192,-1.069390747899344,-0.6422371854529704,-0.037668719778778934,9.542640301884242e-05,5.546740351538593e-05,-17701.066611475537,-1.498408468325691e-05,-5.9432871267666245e-06,16300.847094813173,-2.553694926510065,-0.009561278039882968,-0.011057417867554539,0.0019495773880927262,352.06979335723486,354.1279545470256,7.1394256538148575,-15.912663782260001,-12.506370283320502,-12.560758492804522,-0.022530201595871123,0.00030610903848574345,0.00024862660684784395,-89881.30863467921,-2.964071697185408e-05,-1.2556888317768988e-05
549.2850500702976,0.8638621301823382,0.014363652762629579,0.017609451589339402,-0.001997278858004432,-200.66518459716752,-173.69797986641333,-66.83597419047094,73.16985803259475,-1.4366307430171084,-0.3187953179012969,0.028189786949638612,-6.743787176211285e-06,6.213508360064361e-06,172290.8225387039,8.289883918312694e-06,6.459874599408494e-06,16850.13214488347,-1.6898327963277266,0.004802374722746611,0.006552033721784864,-4.770146991170602e-05,151.40460876006733,180.42997468061225,-59.69654853665608,57.25719425033474,-13.94300102633761,-12.879553810705819,0.005659585353767489,0.00029936525130953216,0.0002548401152079083,82409.5139040247,-2.1350833053541385e-05,-6.097013718360494e-06
359.7989266492973,-0.018160127687155025,0.003751358759802658,0.005077350533545438,-0.0007713977539367607,-47.72835498288265,-48.377455462973444,38.69572650604407,-40.592451248909306,1.7824497939926842,0.40994893655914044,0.010614905198827688,6.743000131646321e-05,4.085032245751126e-05,16890.89753591777,-2.3459917684471497e-05,-1.904382640572201e-05,17209.931071532767,-1.7079929240148817,0.008553733482549269,0.011629384255330302,-0.0008190992238484668,103.67625377718468,132.0525192176388,-21.000822030612014,16.664743001425435,-12.160551232344925,-12.469604874146679,0.016274490552595177,0.0003667952526259954,0.00029569043766541957,99300.41143994247,-4.481075073801288e-05,-2.5140840124082505e-05
134.54341720206543,-0.17644795672321423,-0.015505715176363347,-0.016432716208264014,-0.0022583947973312604,-2.3443063648756493,-24.35729490480185,-4.587637287496578,2.8715163655314973,-0.04605405844335908,0.37195608304167005,-0.03260918824932463,-8.224694455206596e-05,-5.6878037679395574e-05,-89174.84835235574,4.194543228957322e-06,2.1142898386843496e-05,17344.47448873483,-1.884440880738096,-0.0069519816938140785,-0.004803331952933711,-0.0030774940211797273,101.33194741230903,107.69522431283696,-25.58845931810859,19.536259366956934,-12.206605290788284,-12.097648791105009,-0.01633469769672945,0.00028454830807392946,0.00023881239998602401,10125.563087586735,-4.061620750905556e-05,-3.9979417372390085e-06
701.2532162333689,0.8542514802576678,0.01258108214149712,0.011839343011922712,0.0013179877537142734,18.475127985579384,8.817931988929885,-12.814419659287505,-15.384670768441314,-1.2544575281234727,-1.3213467503230347,-0.027378660418609962,-6.058431900651794e-05,-5.3636895227203836e-05,-15972.934275524516,-5.249202303650204e-06,-5.425151953037873e-06,18045.7277049682,-1.030189400480428,0.005629100447683041,0.007036011058989,-0.0017595062674654537,119.80707539788841,116.51315630176684,-38.4028789773961,4.15158859851562,-13.461062818911756,-13.418995541428043,-0.04371335811533941,0.0002239639890674115,0.00018517550475882018,-5847.371187937781,-4.586540981270576e-05,-9.423093690276882e-06
-380.44742160910556,-1.2083761401151716,-0.009785006071263704,-0.007251052046612295,4.13556098439005e-05,107.9224186767492,99.59503430912108,80.06838067898056,-16.824722278236248,-2.525435308024214,-1.8380942021620856,0.013244013434149077,-7.654528889873037e-06,-2.088661816067566e-05,-18571.218753851033,-1.9644427498377454e-06,-5.082294171330595e-07,17665.280283359098,-2.2385655405955998,-0.0041559056235806625,-0.00021504098762329445,-0.0017181506576215532,227.7294940746376,216.1081906108879,41.66550170158446,-12.673133679720628,-15.98649812693597,-15.257089743590129,-0.030469344681190336,0.00021630946017753847,0.00016428888659814452,-24418.589941788814,-4.7829852562543504e-05,-9.931323107409941e-06
